  0,0.002156,0.889618,9.955012,0.693158,0.046660,0.090138,0.195122,0.029104,0.042945,0.069040
  1,0.882051,0.934848,0.506211,0.604369,0.286320,0.425239,0.625663,0.189379,0.234230,0.284451
  2,0.932235,0.932057,0.081051,0.588510,0.281018,0.435843,0.623542,0.181194,0.231079,0.277940
  3,0.931651,0.931537,0.083331,0.594655,0.287381,0.434783,0.622481,0.182816,0.230096,0.277019
  4,0.932180,0.932289,0.081696,0.616629,0.285260,0.424178,0.624602,0.182775,0.227387,0.277600
  5,0.932419,0.932769,0.081153,0.719301,0.284199,0.420997,0.624602,0.179271,0.223013,0.273653
  6,0.943269,0.943096,0.072340,0.836491,0.292683,0.436903,0.629905,0.184106,0.230216,0.278116
  7,0.944612,0.944734,0.070887,0.971684,0.292683,0.433722,0.632025,0.189033,0.234426,0.283752
  8,0.937583,0.941699,0.050046,0.855670,0.303287,0.435843,0.628844,0.197981,0.240517,0.289037
  9,0.941670,0.946253,0.042545,0.768478,0.300106,0.442206,0.629905,0.193380,0.238975,0.285865
 10,0.944861,0.947426,0.033696,0.709177,0.308590,0.452810,0.635207,0.200713,0.246834,0.292409
 11,0.947349,0.949421,0.026945,0.632476,0.330859,0.474019,0.657476,0.215749,0.261506,0.307687
 12,0.952895,0.955136,0.020203,0.580829,0.353128,0.502651,0.669141,0.233465,0.281629,0.323693
 13,0.956724,0.958624,0.018440,0.561971,0.367975,0.520679,0.689290,0.241812,0.290981,0.333541
 14,0.959927,0.961718,0.015669,0.549766,0.374337,0.520679,0.693531,0.245939,0.293370,0.337341
 15,0.961866,0.963573,0.014466,0.543486,0.377519,0.540827,0.705196,0.248372,0.301627,0.343047
 16,0.963847,0.965386,0.013743,0.538340,0.369035,0.547190,0.708378,0.245535,0.304013,0.344843
 17,0.965974,0.967173,0.012944,0.533660,0.382821,0.551432,0.715801,0.251556,0.306603,0.348286
 18,0.966276,0.967784,0.012507,0.531300,0.386002,0.564157,0.724284,0.252826,0.310369,0.350596
 19,0.967577,0.969045,0.011917,0.528083,0.380700,0.554613,0.724284,0.251786,0.308010,0.351133
 20,0.967835,0.969445,0.011574,0.526411,0.390244,0.564157,0.732768,0.253648,0.309503,0.351982
 21,0.969002,0.970340,0.011333,0.524594,0.386002,0.555673,0.733828,0.253649,0.308694,0.353875
 22,0.969800,0.971095,0.011322,0.522882,0.390244,0.560976,0.731707,0.257417,0.312075,0.355321
 23,0.969916,0.971300,0.011042,0.521771,0.397667,0.563097,0.737010,0.259577,0.312528,0.356707
