  0,0.002170,0.887570,9.931427,0.693142,0.047720,0.083775,0.172853,0.028716,0.040077,0.062538
  1,0.881741,0.934116,0.504092,0.605964,0.286320,0.431601,0.610817,0.184882,0.231490,0.276362
  2,0.932920,0.932667,0.080678,0.589587,0.286320,0.432662,0.616119,0.185876,0.233271,0.279305
  3,0.933590,0.933819,0.079662,0.590687,0.277837,0.427359,0.613998,0.179103,0.226777,0.273400
  4,0.934689,0.934525,0.079267,0.606749,0.278897,0.425239,0.615058,0.182059,0.229138,0.276549
  5,0.935829,0.936058,0.077791,0.677397,0.282078,0.416755,0.603393,0.180486,0.223916,0.270851
  6,0.944539,0.944683,0.069754,0.850232,0.277837,0.419936,0.607635,0.178846,0.224299,0.271523
  7,0.945472,0.945351,0.069666,1.049738,0.291622,0.427359,0.617179,0.185873,0.229157,0.276535
  8,0.946002,0.946095,0.068000,1.124648,0.297985,0.443266,0.635207,0.196480,0.243068,0.290682
  9,0.940798,0.943939,0.054204,0.973995,0.301166,0.428420,0.621421,0.196236,0.237145,0.285573
 10,0.943250,0.945124,0.037890,0.779022,0.308590,0.439024,0.630965,0.200646,0.242287,0.290683
 11,0.944523,0.946877,0.030279,0.677215,0.319194,0.444327,0.637328,0.209787,0.250207,0.298568
 12,0.948970,0.951240,0.023507,0.613090,0.341463,0.476140,0.664899,0.222097,0.264977,0.312459
 13,0.951676,0.954045,0.020374,0.582032,0.349947,0.488865,0.680806,0.231153,0.275427,0.323814
 14,0.956059,0.958216,0.016742,0.562537,0.364793,0.512195,0.686108,0.237620,0.284723,0.328640
 15,0.958789,0.960580,0.015020,0.551242,0.361612,0.523860,0.691410,0.244322,0.296849,0.339373
 16,0.961629,0.963286,0.013648,0.543219,0.379639,0.529162,0.705196,0.249952,0.298037,0.342673
 17,0.963842,0.965559,0.013226,0.538561,0.388123,0.545069,0.710498,0.257549,0.308055,0.349935
 18,0.964860,0.966191,0.012794,0.535579,0.381760,0.552492,0.722163,0.257096,0.312238,0.355121
 19,0.966746,0.968308,0.011876,0.531193,0.387063,0.558855,0.726405,0.260281,0.316494,0.358671
 20,0.967341,0.968718,0.011672,0.528229,0.393425,0.567338,0.735949,0.261790,0.318344,0.360845
 21,0.968201,0.969594,0.011305,0.526737,0.396607,0.571580,0.743372,0.260307,0.317231,0.360531
 22,0.970259,0.971663,0.010681,0.522061,0.402969,0.577943,0.734889,0.263621,0.320289,0.360140
 23,0.970450,0.971541,0.010474,0.522436,0.399788,0.571580,0.751856,0.265416,0.321509,0.367050
 24,0.970691,0.971955,0.010254,0.520043,0.407211,0.564157,0.749735,0.268630,0.319620,0.366640
 25,0.972225,0.973305,0.009834,0.518143,0.408271,0.580064,0.757158,0.268369,0.323912,0.368551
 26,0.970938,0.972254,0.010641,0.518855,0.402969,0.568399,0.766702,0.268517,0.322635,0.372976
 27,0.971954,0.973310,0.009985,0.517055,0.394486,0.574761,0.765642,0.264601,0.323020,0.371511
 28,0.972292,0.973460,0.010026,0.517447,0.398727,0.579003,0.765642,0.271630,0.330442,0.377914
 29,0.972781,0.974134,0.010101,0.515382,0.407211,0.581124,0.779427,0.275548,0.332648,0.382919
 30,0.973629,0.974758,0.009490,0.514033,0.405090,0.593849,0.777306,0.276533,0.337658,0.383821
 31,0.972572,0.973780,0.009829,0.515120,0.396607,0.579003,0.784730,0.271870,0.331433,0.383373
 32,0.973556,0.974784,0.009788,0.512909,0.412513,0.583245,0.776246,0.277885,0.333353,0.382196
 33,0.973846,0.974935,0.009497,0.512450,0.416755,0.582185,0.769883,0.277846,0.331813,0.379707
 34,0.974478,0.975467,0.009136,0.512369,0.418876,0.590668,0.779427,0.280476,0.335990,0.383757
 35,0.973897,0.975196,0.009250,0.512034,0.415695,0.586426,0.780488,0.278820,0.333889,0.383388
 36,0.975254,0.976355,0.008797,0.509624,0.422057,0.593849,0.778367,0.281675,0.337029,0.383743
 37,0.974738,0.975910,0.009077,0.510435,0.418876,0.590668,0.783669,0.282944,0.338805,0.387859
 38,0.975302,0.976361,0.008551,0.509768,0.414634,0.585366,0.784730,0.280514,0.336518,0.387317
 39,0.975636,0.976668,0.008484,0.509078,0.423118,0.599152,0.784730,0.283315,0.340447,0.387563
 40,0.976062,0.976972,0.008781,0.508179,0.426299,0.599152,0.774125,0.283593,0.339251,0.383687
 41,0.976342,0.977428,0.008203,0.507126,0.424178,0.598091,0.777306,0.285345,0.341694,0.387110
 42,0.976472,0.977591,0.008237,0.507716,0.426299,0.603393,0.784730,0.287349,0.344757,0.390596
 43,0.976308,0.977388,0.008302,0.507999,0.422057,0.595970,0.772004,0.287910,0.344143,0.389041
 44,0.975822,0.977157,0.008445,0.508617,0.420997,0.595970,0.779427,0.287845,0.344425,0.390804
 45,0.976955,0.978073,0.008507,0.505985,0.429480,0.594910,0.791092,0.288290,0.342203,0.391805
 46,0.976727,0.977908,0.007765,0.507549,0.435843,0.593849,0.776246,0.293395,0.344553,0.390888
 47,0.977323,0.978371,0.007654,0.506746,0.431601,0.606575,0.775186,0.291582,0.348134,0.390907
 48,0.976808,0.977942,0.008319,0.507194,0.431601,0.602333,0.784730,0.292101,0.347301,0.393522
 49,0.977724,0.978581,0.007799,0.506260,0.432662,0.606575,0.778367,0.293454,0.349667,0.393552
 50,0.977438,0.978648,0.007367,0.505960,0.436903,0.606575,0.781548,0.294394,0.349299,0.393504
 51,0.977536,0.978573,0.007569,0.506210,0.434783,0.597031,0.775186,0.290505,0.343341,0.388531
 52,0.978000,0.979090,0.007219,0.505598,0.439024,0.618240,0.777306,0.293871,0.351683,0.392098
 53,0.977599,0.978956,0.007533,0.505599,0.435843,0.616119,0.778367,0.293459,0.352045,0.393353
 54,0.978288,0.979457,0.007374,0.504287,0.432662,0.612937,0.783669,0.292542,0.350623,0.393926
 55,0.978007,0.979125,0.007381,0.505064,0.436903,0.605514,0.787911,0.293653,0.348190,0.394347
 56,0.978533,0.979566,0.007406,0.504564,0.433722,0.613998,0.782609,0.298254,0.356400,0.399124
 57,0.978086,0.979258,0.006956,0.505420,0.437964,0.617179,0.783669,0.296390,0.353907,0.396319
 58,0.978719,0.979939,0.006896,0.503736,0.435843,0.622481,0.784730,0.296315,0.356568,0.398033
 59,0.978034,0.979277,0.007305,0.504320,0.434783,0.626723,0.787911,0.299095,0.360768,0.401528
 60,0.978564,0.979701,0.007323,0.504495,0.435843,0.621421,0.780488,0.297220,0.356988,0.397589
 61,0.978175,0.979366,0.007177,0.505004,0.442206,0.628844,0.783669,0.301279,0.361290,0.400413
 62,0.979617,0.980836,0.006281,0.502656,0.447508,0.621421,0.781548,0.303556,0.359593,0.400069
 63,0.978971,0.980298,0.006976,0.503341,0.449629,0.616119,0.780488,0.305208,0.358956,0.400629
 64,0.979520,0.980630,0.006792,0.502329,0.440085,0.616119,0.799576,0.301258,0.358231,0.404391
 65,0.979289,0.980182,0.006741,0.504216,0.448568,0.617179,0.793213,0.302324,0.356690,0.401227
 66,0.978995,0.980061,0.006428,0.505108,0.454931,0.620361,0.776246,0.302571,0.355909,0.395085
 67,0.979327,0.980390,0.006424,0.504122,0.444327,0.606575,0.791092,0.299448,0.351877,0.398848
 68,0.978958,0.980122,0.006611,0.504433,0.445387,0.619300,0.792153,0.300930,0.356572,0.400195
 69,0.979912,0.980885,0.006169,0.502884,0.448568,0.619300,0.783669,0.301528,0.356325,0.398014
 70,0.979509,0.980670,0.006391,0.503867,0.450689,0.613998,0.787911,0.300874,0.353075,0.397257
 71,0.979577,0.980788,0.006342,0.503838,0.449629,0.615058,0.785790,0.300059,0.353766,0.397383
